DetailedPOS_N-Gram,Frequency
NNC LM VBTS CCT NNC CCT,12
NNP RBW_CCP VBTS_CCP,12
VBS PRP_CCP VBOF DTC,12
NNC DTC VBTS CCT DTCP,12
VBTR CCT JJD_CCP NNC,12
VBAF CCB NNC_PMC,12
NNC CCA VBOF DTC DTCP,12
CCP NNC CCB NNP LM,12
LM VBTS CCT JJN_CCP NNC,12
DTCP NNC CCA DTCP NNC_PMP,12
CCP PRO LM VBTR,12
NNC CCB NNC_CCP PMS,12
NNC CCT NNPA_PMC,12
CCB NNC CCB NNPA CCT,12
JJD CCA JJD CCP NNC,12
VBTS CCT NNP_CCP,12
CCB JJN_CCP NNC CCT NNC,12
VBTS RBW_CCP JJN PMS CDB CCB NNP,12
DTC DTCP NNC LM VBOF,12
RBW_CCP DTCP NNC,12
CCB NNC LM VBAF CCB,12
CCT DTC DTCP NNC CCB,12
CCT JJN_CCP NNC DTC,12
CCB NNP CCA CCT,12
DTCP NNC CCB NNC LM VBTR,12
NNPA LM VBTR_VBAF,12
DTC VBW LM VBTS,12
JJN_CCP NNC CCB NNC_PMP,12
NNC CCB NNP LM VBTS CCT,12
RBD CCP VBTS CCB,12
PRI_CCP NNC_CCP JJD CCP,12
CCT NNC CCA VBTS CCT,12
JJD CCT NNP_PMP,12
JJD CCT NNC CCB DTCP,12
NNC CCT PRI_CCP JJD,12
DTCP NNC_CCP JJD CCA,12
VBTS CCT VBW CCB,12
NNP CDB PMS CDB CCT,12
CCB NNC RBL CCT NNC CCB,12
CCP VBTS RBW_CCP JJN PMS CDB,12
CCB DTCP NNC_CCP PRO,12
CCB NNP_CCP NNP CCP DTP,11
CCB NNC_CCP NNP_PMC,11
DTC JJN_CCP PRI,11
PRS DTC NNC CCT,11
NNC DTC NNP CCB,11
CCT DTCP NNC CCP VBOF,11
DTC DTCP PRO LM,11
NNP LM VBTS CCB JJN_CCP NNC,11
NNP LM DTC NNC,11
CCA VBTR_VBAF CCT,11
VBAF CCT NNC CCB DTCP,11
DTC DTCP NNC CCP JJD,11
NNC CCA CDB CCP,11
CCT DTCP NNC CCA NNC,11
DTC NNC CCB NNC_CCP JJD,11
NNC CCB NNP_PMS NNCA,11
CCB NNC VBS DTC,11
CCB PRI_CCP NNC CCT NNP,11
DTC NNC CCB VBTS,11
DTC NNP LM VBTS CCB NNC,11
NNP LM VBAF CCT DTCP,11
PRS LM VBAF CCB,11
NNC LM JJN_CCP,11
VBOF DTC DTCP NNC CCB NNC,11
NNP NNP LM VBAF CCT NNC,11
CCB NNC CCB NNC RBW_CCP,11
NNC LM VBTS CCT NNC CCB NNP,11
CCB NNP NNC CCT,11
NNC CCB NNP_CCP NNP CCB NNP,11
DTC NNC CCB NNC CCB NNC CCP,11
JJN_CCP NNC CCP VBTR,11
FW CCA NNC CCB,11
NNC CCB VBTR_VBAF,11
VBTS CCT CCT NNC CCB,11
DTC DTCP NNC CCP VBTS CCT,11
JJN_CCP JJD_CCP NNC CCB,11
CCT DTCP NNC CCB NNC CCA,11
CCP NNC CCB JJD CCP,11
LM VBTS_CCP VBAF CCT,11
VBTS DTC DTCP NNC CCB NNC,11
DTC PRI_CCP CDB,11
PRI_CCP NNC DTC NNC,11
PMS JJD CCP NNC CCB,11
DTCP NNC_CCP VBTS CCT,11
CCB JJD JJN_CCP NNC,11
NNC CCB RBW_CCP,11
DTC NNP CCB NNP LM VBTS,11
LM VBTR RBL CCT,11
NNP CCB VBW DTC,11
LM VBTS CCB VBW,11
CCB NNC CCP VBS,11
DTC PRI_CCP NNC_PMC,11
CCP NNC CCB NNP CCB,11
CCT NNC_CCP DTC,11
DTC DTCP NNC LM VBAF CCT,11
NNC CCB NNC CCB NNP_CCP,11
PMS NNC DTC NNP,11
DTCP NNC CCP_PMS,11
CCT PRI_PMS NNCA PRI_CCP NNC,11
PRI_CCP NNC CCP VBAF CCT,11
JJD_CCP NNC CCT CCT DTCP,11
CCA DTC JJN_CCP,11
CCB JJD_CCP NNC RBW_CCP,11
CCP NNC CCT VBOF DTC,11
NNP LM VBTR DTC,11
PRO LM VBTR_CCP,11
NNC CCT PRSP_PMP,11
NNC CCB NNP NNP RBW_CCP,11
VBAF CCB NNC_CCP,11
CCP VBOF DTC NNC CCB NNC,11
VBOF CCB NNC CCT,11
JJN PMS CDB NNC CCB,11
CCP VBTS CCB PRI_CCP,11
CCA NNC CCB NNP NNP,11
VBTS CCP NNC_PMC,11
DTC NNC CCT_PMS,11
FW CCB NNP CCP,11
CCB PRI_CCP JJD_CCP NNC CCT,11
JJD_CCP FW PMS,11
CCT JJD_CCP JJD_CCP NNC,11
NNC CCB JJD PMS,11
NNP NNP CCT JJN_CCP,11
VBW CCT PRSP_CCP NNC,11
CCB NNP CCA NNP CCT,11
NNC CCB NNC CCP NNP NNP,11
CCT DTCP JJD_CCP NNC_PMP,11
NNPA LM VBTR CCP,11
CCT NNC CCB DTCP JJD_CCP,11
LM VBTR CCP VBAF,11
CCB DTCP NNC CCT DTCP NNC,11
DTCP NNC CCT NNP CCT,11
VBH NNC CCT NNC CCA,11
CCB NNC_CCP JJD CCA,11
NNC DTC NNC CCB DTCP,11
CCP VBTS PMS NNC CCT,11
VBTS CCP NNC LM,11
CCT NNP CCB NNC,11
RBW CCT NNC_CCP,11
CCB DTCP NNC CCA DTCP NNC,11
CCB NNC CCB NNC CCP DTP,11
CCT JJD_CCP NNC CCT NNC CCB,11
NNC CCB NNC CCT NNPA,11
NNP LM VBTS CCB PRSP_CCP NNC,11
CCP NNC CCA DTCP NNC,11
NNC CCP VBH NNC CCT NNC,11
FW CCT NNC CCB NNC,11
JJCS_JJD_CCP NNC CCB NNC CCT,11
LM VBTS CCT CDB,11
DTCP NNC DTC VBAF,11
NNC CCP VBTR CCB NNP,11
CCT DTCP NNC PMS,11
JJN_CCP NNC DTC VBTS CCA,11
DTC NNC CCP VBTR CCB,11
JJD_CCP VBTR CCB,11
CDB PMS CDB CCP NNC,11
NNP CCA DTC NNC CCB NNP,11
JJD_CCP NNC CCB NNP CCB,11
CCP NNC DTC VBTS CCT NNC,11
CCP VBW CCB PRI_CCP,11
LM RBF VBTR CCT,11
LM VBTS CCT NNC_PMP,11
VBTS RBW_CCP NNC CCP,11
CCB NNC DTC NNC CCP,11
CCT NNC RBW_CCP CDB,11
DTC JJN_CCP NNC CCP DTC,11
DTCP NNC CCT NNC CCB NNC CCB,11
DTC NNC CCT NNC CCB NNC CCB,11
CCB NNC CCT PRI,11
VBTS_CCP NNC CCA,11
FW CCP NNC CCA,11
PRI_CCP NNC CCB NNP_PMP,11
CCT JJCC JJD_CCP NNC,11
VBTS CCT JJD CCP NNC,11
PRI CCB DTCP NNC CCP,11
JJN_CCP NNC CCB NNC CCP,11
CCP DTC DTCP NNP,11
NNC CCP DTC PRSP_CCP NNC,11
CCT DTCP JJN_CCP NNC,11
NNPA CCB NNP LM,11
JJD CCP NNC JJC,11
CCR PMS VBTF CCB NNC,11
VBW CCB NNC CCT CCT,11
PRO DTC JJN_CCP NNC CCP DTC,11
DTCP NNC CCT PRI,11
DTC NNC LM VBTS RBI,11
CCP NNC CCA CDB,11
VBS CCB PRI_CCP,11
VBAF CCB JJD CCP NNC,11
CCB NNP RBL CCT,11
CCB DTCP NNC CCT NNC_PMC,11
DTC RBF JJD_CCP,11
CCT JJN_CCP NNC CCB NNP,11
CCB JJD_CCP NNC CCT DTCP,11
CCT VBTS_CCP NNC CCB,11
CDB LM VBTS CCB,11
NNC CCA VBOF DTC DTCP NNC,11
VBW DTC PRSP_CCP NNC,11
NNC DTC NNC CCB NNC CCT,11
CCB PRSP_CCP JJN_CCP,11
DTC NNC_CCP PMS NNC,11
VBTS CCB NNC CCB NNC CCP,11
RBW_CCP VBTS_CCP NNC_PMC,11
DTC NNC CCB NNC LM RBM,11
NNC CCT DTCP NNC_CCP JJD,11
CCP VBAF CCT DTCP NNC,11
CCA VBTS CCB DTCP,11
CCT NNC CCA VBAF,11
DTCP VBTS CCT NNC,11
CCB NNP NNP LM VBTS CCP,11
VBTR DTC NNC CCB NNC,11
NNC PMS JJD CCP NNC,11
DTCP NNC CCA JJD,11
DTCP NNC CCA NNC CCP,11
CCB DTCP CCR PMS,11
VBTR_VBAF CCB NNC CCB,11
PRI_CCP NNC CCP VBTF,11
FW CCP NNC_PMP,11
JJN PMS CDB CCB NNP CCT,11
NNC_CCP NNP LM VBAF,11
CCT JJN PMS CDB CCP,11
NNC CCB DTCP NNC PMS,11
NNC LM VBTS RBI CCB,11
VBTR_VBAF CCT PRSP_CCP,11
DTC NNC CCT NNP LM,11
VBW PRS_CCP VBOF,11
NNP DTC JJD CCP,11
RBW PRS LM VBTS,11
NNC CCT NNC_CCP JJD CCT,11
JJD_CCP NNC RBK RBQ,11
CCP VBTS DTC PRSP_CCP,11
NNC CCA VBTS CCT NNC,11
PRI_CCP NNC RBW_CCP NNP,11
NNC CCT NNP RBL,11
CCB NNP_CCP NNP CCP DTP NNP,11
JJN_CCP NNC_CCP JJD,11
JJD CCP NNC NNC CCT,11
NNP NNP LM VBTS_PMC,11
NNC CCT CCT NNP_CCP,11
CCA NNP CCT NNC,11
NNP LM RBD_CCP VBOF,11
CCB NNC_CCP JJD CCB NNP,11
VBTS CCT NNP NNP CCP,11
VBAF CCB DTCP NNC CCT,11
CCP NNC CCB PRSP_CCP,11
DTC DTCP NNC LM RBD_CCP,11
NNC LM VBTR CCT NNC CCB,11
RBK RBQ PRS LM,11
DTC NNC PRO CCT,11
DTCP NNC_CCP NNC CCB,11
LM VBTS CCT DTCP NNC CCP,11
DTC NNC CCP VBH NNC,11
DTC NNP LM VBTS CCT NNC,11
CCP VBTR DTC NNC CCB,11
CCB NNP CCP NNC CCB,11
NNC CCP NNP CCT,11
CCB DTCP NNC_PMP_PMS,11
NNC CCB NNC_CCP PRO,11
NNC CCB NNC CCT JJD CCP NNC,11
VBW CCB DTCP NNC CCP,11
NNC_CCP CCR PMS NNC,11
LM VBTR CCP DTC DTCP NNC,11
NNC RBL CCT DTCP NNC CCB,11
NNC CCB CDB NNC_CCP,11
RBL CCT PRI_PMS,11
JJD CCP VBW CCB,11
LM VBTS CCB CDB PMS,11
PRI_CCP NNC_CCP NNC CCT,11
CCT JJD CCB NNC CCT,11
NNC LM VBTS CCT NNP NNP,11
NNC CCB DTCP NNC RBL CCT,11
JJN CCP NNC CCT NNC,11
NNP_CCP NNC LM,11
CCT DTCP NNC CCB NNP CCA,11
NNC LM VBTS CCB NNP,11
CCR PMS NNC CCB NNC CCT,11
CCP VBTR CCT NNP NNP,11
NNC CCA DTC DTCP NNC LM,11
VBH DTCP JJD_CCP NNC,11
PMS_ CCT NNC,11
PRI_CCP NNC CCT NNC CCB NNC,11
CCT PRI_PMS NNCA PMS,11
NNC LM VBTR_VBAF CCP,11
PRI_CCP RBF JJD_CCP,11
NNP CCB NNP_CCP NNP CCT,11
CCP JJD CCT DTCP,11
CCA VBTS DTP NNP,11
DTC NNP NNP LM RBF,11
CDB CCP DTCP NNC_PMC,11
CCP DTP NNP PMS,11
DTC JJCC JJD_CCP,11
NNP LM VBTS CCP DTC DTCP,11
NNC CCB NNP CCA NNP_PMC,11
LM VBTS CCT NNP NNP NNP,11
CCP DTCP NNC DTC VBTS,11
CCT NNC CCB NNC CCB NNC_PMC,11
NNC CCT PRI_CCP NNC LM,11
DTC JJD_CCP PMS,11
DTC NNC LM VBH,11
RBW_CCP NNP CCA,11
NNC CCP VBTS RBI,11
DTCP NNC CCB DTCP NNC CCP,11
NNC DTC VBTR_CCP,11
VBTS DTC PRI_CCP NNC,11
LM VBTF_VBAF CCB,11
NNP LM VBTS CCT NNC CCB NNP,11
CCT NNC CCB NNP PMS NNP,11
CCT NNC CCB NNP FW,11
CCT NNC CCB DTCP NNC CCB NNP,11
CCT JJD_CCP NNC CCB DTCP,11
CCP VBAF CCT NNC_PMP,11
VBAF CCT NNP_PMP,11
NNP LM VBTF_VBAF,11
CCP DTC NNC LM JJD,11
PRI_CCP NNC DTP NNP,11
RBI_CCP NNC CCB NNC,11
CCA PRI RBI_CCP DTCP,11
CCB DTCP NNC CCT PRSP_CCP,11
NNPA LM VBTS CCB NNC,11
RBL CCT NNP CCA,11
DTCP NNC CCP DTC NNC CCB,11
CCP NNC CCA JJD,11
CCT PRI_CCP NNC CCB DTCP,11
CCT DTCP NNC CCP VBAF,11
NNC CCP RBL NNC CCB,11
JJD DTP NNP_PMP,11
CCA DTCP NNC CCT NNC,11
VBAF CCB CDB PMS,11
CCT NNC DTC NNP,11
NNC CCP VBTS CCT PRI_CCP,11
NNC CCB NNP RBW_CCP NNP,11
PRO LM JJD CCP,11
NNC RBL CCT NNC CCB NNC,11
RBD CCT NNC CCB,11
CCB VBOF DTC NNC CCT,11
LM VBTS RBW_CCP JJN PMS CDB,11
JJD CCP NNC CCB NNP NNP,11
PMS_ VBTS PRS,11
RBW_CCP DTC NNC,11
DTC NNC CCT CDB,11
DTCP VBTS CCP NNC,11
JJD CCP NNC CCP VBOF,11
JJD_CCP DTCP NNC_PMC,11
JJD_CCP NNP LM,11
NNC CCA JJD_CCP NNC CCT,11
NNP LM VBS_CCP,11
VBTS_CCP VBAF CCB,11
PRI_CCP NNC DTP,11
LM VBTR CCT NNC_CCP,11
PRSP_CCP NNC CCP DTP NNP NNP,11
DTCP NNC CCP RBM,11
CCP VBW CCT NNP,11
NNP CCB RBW CCT,11
DTC DTCP VBTR LM,11
PRI_CCP NNC CCB NNC_PMP,11
CCT NNC CCB NNP DTC,11
RBW DTC JJD_CCP,11
VBTS CCB NNC CCB NNPA,11
PMS NNC CCP NNC CCT,11
CCB NNC CCP_PMS,11
NNP CCA CCB NNC,11
PRI_CCP NNC CCB NNC CCT NNC,11
CCT NNC CCP CDB PMS,11
NNPA NNP LM VBTS,11
NNC CCB CCR PMS JJD,11
DTC NNPA NNP LM,11
VBW DTC NNC CCT NNC CCB,11
CCB FW LM VBTS,11
JJD PMS NNP CCT,11
JJD_CCP NNC LM VBTR,11
VBOF CCB JJD_CCP,11
CCT PRSP_CCP JJN_CCP NNC,11
DTCP VBTR LM VBTS,11
NNC CCP VBOF DTC PRSP_CCP,11
CCT NNC CCB NNC_PMP_PMS,11
NNC CCP VBW CCT NNC,11
CCA DTP NNP NNP LM,11
JJD DTC NNC_PMP,11
CDB LM VBTS CCT,11
CCP DTP NNP NNP LM VBOF DTC,11
JJN PMS CDB CCB RBW,11
PRI_CCP_PMS JJD_CCP,11
DTC DTCP NNC RBR,11
VBTS CCB DTCP FW,11
LM VBTS RBW_CCP JJN PMS,11
DTP NNP NNP LM VBOF DTC,11
PRS CCT NNC_PMP,11
JJD CCP NNC NNPA,11
DTC JJD_CCP NNC CCB NNC LM,11
NNC_CCP PRO_PMP_PMS,11
CCB DTCP NNC RBW_CCP,11
NNC CCA DTCP NNC LM,11
NNP CCT DTCP NNC CCB,11
NNC_CCP PRO CCB,11
LM VBTS CCB DTCP NNC CCT,11
NNP LM VBTS CCB JJD_CCP NNC CCT,11
DTC NNC_CCP JJD LM,11
RBD_CCP VBTR_VBAF,11
CCB NNC CCB NNP NNP_PMC,11
NNP LM VBTR CCB NNC,11
CCT JJN_CCP JJD_CCP,11
RBL CCT JJN_CCP,11
NNC CCA JJN_CCP NNC,11
PMS NNC CCB NNC CCA,11
DTC VBTS CCT NNC CCB NNC,11
CCT DTCP NNP CCP,11
CCT NNC CCB NNC CCA VBTS,11
CCB DTCP NNP_PMC,11
NNP_CCP NNP CCB NNP CCT,11
NNC CCP VBTS PRS,11
VBTS DTP NNP CCT NNC,11
LM VBTS CCB JJD_CCP NNC CCT NNC,11
PRO DTC JJCS_JJD,11
NNC LM JJD RBI,11
VBTF CCT PRSP_CCP,11
NNC CCB NNC CCT CCT NNP,11
NNC_CCP VBOF CCB,11
NNC CCA DTCP JJD_CCP,11
NNP CCA CCB DTCP,11
DTCP PRQ_CCP NNC,11
JJN_CCP JJCS_JJD_CCP,11
CCT NNC LM JJD,11
LM VBTR RBI CCT,11
NNC CCB JJN PMS CDB,11
NNC CCP VBTF CCT NNC,11
RBW CCB NNP_PMC,11
CCB NNP CCA NNC CCB,11
CCT PRI_CCP JJD CCP NNC CCT,11
CCB RBW CCT JJD CCP,11
CCT DTCP NNC_CCP VBTR,11
NNP LM VBTS CCP DTC NNP,11
VBTS CCB JJD_CCP NNC CCT NNC,11
CCT NNC CCB VBTR,11
CCB NNP CCT NNP CCP,11
DTC CCR PMS FW LM,11
NNC CCT CCT DTCP NNC CCP,11
DTC NNC CCA VBOF,11
CCA NNP LM VBAF,11
PMS NNC CCP DTC NNC,11
CCP DTC NNP CCB,11
PRSP_CCP NNC CCB NNC CCT,11
CCR PMS FW CCB,11
NNPA RBW_CCP NNP,11
NNC CCT NNP CDB,11
DTCP NNC LM VBTR_VBAF,11
CCB DTCP NNC DTP NNP,11
LM VBTS CCP PRS,11
RBI_CCP PMS NNC_CCP NNC,11
NNC CCB NNC RBL CCT NNP,11
PRS DTC NNC CCB NNC,11
LM VBTS RBW_CCP CDB,11
PMS JJD CCB NNC,11
CCP NNC DTC DTCP,11
CCP VBTS CCB NNP NNP,11
LM VBTS CCB JJD CCP NNC CCT,11
CCB CDB PMS CCP,11
CCT PRSP_CCP NNC RBW,11
CCT JJN_CCP JJD CCP,11
RBD CCP VBOF DTC,11
NNC CCP VBAF CCT DTCP,11
NNP CCT JJN PMS CDB,11
NNC LM VBTS CCR,11
FW FW CCP DTP NNP,11
LM VBTF CCT NNP NNP,11
CCP NNC LM VBAF CCT,11
NNP NNP CCP VBOF DTC,11
NNC_CCP DTCP NNC DTC,11
CCT PRI_CCP JJD_CCP NNC CCT,11
NNC CCB NNC RBK RBQ,11
CCB NNC CCP CDB,11
NNC DTP NNP CCB,11
LM VBTS CCP PRS LM,11
LM VBTS NNC CCT NNC,11
DTP NNP LM RBD_CCP,11
NNC CCB NNC LM JJD,11
CCP NNP NNP LM VBTS,11
DTCP NNC CCP VBS,11
VBW LM VBTS CCT,11
CCT NNC CCB JJCC,11
DTP NNP LM PRI_CCP,11
RBQ DTC NNC CCB,11
CCB DTCP NNC CCP VBOF DTC,11
NNC LM VBH NNC CCT,11
DTC DTCP NNC LM VBH,11
DTP NNP CCA VBTS,11
CCR CCT PRI_CCP,11
NNC LM VBAF VBW,11
NNC_CCP VBW CCB,11
LM VBTS DTC PRSP_CCP NNC,11
JJD_CCP DTCP NNC CCP,11
VBTS CCP JJD CCT,11
NNC CCP VBH NNC CCB,11
VBTS CCT PRI_CCP JJD CCP,11
CCB NNP LM VBTS DTC,11
NNC_CCP PRO CCA,11
CCP RBM VBW CCB,11
NNP_CCP NNP CCB NNP CCA,11
VBAF CCB PRI_CCP NNC,11
NNC DTC RBD_CCP,11
CCT PRSP_CCP DTCP NNC_PMP,11
JJN_CCP NNC CCB DTCP,11
CCP DTC JJD CCP NNC,11
VBTS CCT PRI_CCP JJD CCP NNC,11
NNC CCB NNC_CCP NNP CCP,11
CCB VBTR_VBAF CCP,11
LM VBTS CCT PRSP,11
RBD_CCP JJD CCT,11
NNC CCB NNP CCP VBOF DTC,11
CCT NNC CCB NNP NNP CCA,11
NNC RBW_CCP PRI_CCP,11
JJD_CCP NNC CCT NNP_PMP,11
NNC CCA VBTR_VBAF,11
NNP CCB NNPA CCP DTP NNP,11
RBK RBQ DTC NNC CCB,11
PRSP_CCP NNC LM VBTS CCT,11
NNC CCB NNP CCT NNP_PMC,11
NNC CCA PRSP_CCP,11
DTP NNP CCP PRS LM,11
VBTS DTP NNP CCP PRS,11
RBW_CCP NNP CCT NNP,11
CCB NNP CCT NNP_CCP,11
VBW CCB NNC DTC,11
CCP VBTS CCT NNP CCP,11
VBAF RBL CCT NNC,11
PRSP_CCP NNC CCT NNC_CCP,11
CCB NNC CCT JJN_CCP NNC,11
CCB NNC CCT PRSP_CCP NNC,11
NNC CCB NNP CCB NNP_PMP,11
CCP JJD CCP NNC CCB,11
DTC NNP LM VBW,11
DTCP NNC CCT NNP CCB,11
NNC CCP RBF RBI,11
NNC LM VBTS NNC CCT,11
JJD_CCP NNC RBK,11
LM PRI_CCP JJD_CCP NNC CCT,11
VBTS CCP_PMS DTC,11
FW CCB NNC CCT,11
NNC CCB VBW PMS,11
CCB PRQ_CCP DTCP NNC,11
CCA VBTS CCT DTCP,11
FW CCP DTP NNP NNP LM,11
RBI CCB NNC_PMC,11
PRO LM VBTS CCP,11
RBF VBTF CCT JJN_CCP,11
NNC CCT JJD_CCP NNC CCP,11
NNC CCT PRQ_CCP DTCP,11
VBTR_VBAF CCT NNC CCB NNC,11
RBI CCT JJD_CCP,11
CCT NNC CCP CDB PMS CDB,11
LM VBTR DTC DTCP NNC,11
CCP DTC NNC CCT NNC CCB,11
CCB NNC CCA NNC CCT NNC,11
CCT NNC CCB NNP RBW,11
DTC NNC CCB JJD_CCP NNC LM,11
CCB NNP NNP NNP CCP DTP,11
JJD CCB PRSP_CCP,11
JJCS_JJD_CCP NNC_CCP,11
CCB NNC LM VBTF CCT,11
JJD CCP NNC CCT NNC CCB NNC,11
VBS CCB NNC CCP,11
DTCP NNC CCB NNC CCT NNP,11
DTCP NNC CCT NNP CCA,11
CCP VBW CCT NNC CCB,11
PMS_ VBTS PRP,11
JJD_CCP NNC CCT NNC CCB DTCP,11
NNC CCB JJN_CCP NNC_PMC,11
DTCP VBTR CCB NNC,11
NNC CCT NNP CCT NNC CCB,11
NNC CCP VBTR CCB DTCP NNC,11
NNC_CCP NNC CCT DTCP,11
CCT NNP CCP VBH,11
DTC NNC_CCP JJD CCT,11
LM VBTS NNC CCB NNC,11
LM VBTS RBW_CCP JJN,11
PMS JJD CCT NNC,11
DTC PRI_CCP JJD CCP NNC,11
PRI_CCP NNC NNC CCT,11
CCA DTCP NNC CCB NNP,11
CCP NNC CCT JJD CCP,11
CCT RBK RBQ DTC,11
CCB NNC_CCP PMS NNC,11
DTP NNP LM VBTF,11
RBF VBTF CCT CDB NNC,11
CCP DTC PRSP_CCP DTCP,11
NNP CCP VBTS CCT NNP,11
DTP NNP NNP CCT PRSP_CCP,11
NNC LM VBTS CCT JJD_CCP NNC,11
PMS NNC CCT NNP NNP,11
NNC CCT CCT PRI_CCP NNC,11
NNP CCB NNC CCT,11
CCT NNC VBW CCB,11
CCP VBW DTC DTCP,11
DTC DTCP NNC RBW_CCP,11
FW PMS NNC CCP,11
NNC CCT CCT NNP_PMC,11
DTCP NNC DTC NNC CCB,11
CCP NNC CCP VBTR CCB,11
PMS NNC CCT PRI_CCP,11
PRI CCT DTCP JJD_CCP NNC,11
DTCP NNC CCB NNPA_PMC,11
NNP LM VBTS CCP DTC NNC LM,11
NNP CCP VBTF DTC,11
CCP VBTR DTP NNP NNP,11
NNC CCT CCT PRSP_CCP NNC,11
CCB NNP NNP NNP CCP DTP NNP,11
NNC CCT JJD_CCP NNC_PMC,11
NNC CCB NNP CCT JJD_CCP,11
NNP NNP NNP LM VBTS CCP DTC,11
PRSP_CCP NNC CCT NNP NNP,11
RBW DTC NNC LM VBTS,11
RBW_CCP VBTR_VBAF,11
LM RBL NNC CCB NNC,11
CCP DTP NNP_PMC,11
NNP_CCP NNC CCT,11
CCT DTCP NNC CCA DTCP NNC,11
NNP CCT NNP LM VBTS CCB,10
PRI_CCP NNC CCB NNP_PMC,10
CCP NNP CCB NNP LM,10
CCB NNPA NNP CCP,10
NNC CCB NNP CCB DTCP NNP,10
NNC CCT VBTS_CCP NNC,10
VBS DTC JJD_CCP,10
NNC CCB NNP CCA NNC,10
NNC CCA VBW CCB,10
FW CCP DTP NNP NNP_PMC,10
CCT DTCP VBTS CCB,10
CCP NNC RBL CCT DTCP,10
VBTR CCT NNC_PMC,10
NNC CCP VBTF CCT NNC CCB,10
CCP VBTR DTC DTCP NNC,10
NNP LM RBD_CCP VBW,10
JJD_CCP NNC JJC CCB,10
NNC_CCP NNC CCT PRI_CCP,10
VBTS DTC JJD_CCP NNC,10
CCT PRI_CCP_PMS,10
CCT NNC CCB CDB CCP NNC,10
LM VBTR_VBAF CCT NNC CCB,10
CCT NNC CCB DTCP JJD,10
PRSP_CCP PMS PRI_CCP,10
NNP LM RBD_CCP VBTS,10
CCB NNC CCT DTCP NNC_PMP,10
NNC CCB VBW CCP,10
CCP DTP NNP NNP NNP LM VBTS,10
NNC LM VBTS CCB JJD_CCP,10
CCB NNP LM RBD,10
DTC NNC CCB FW LM,10
JJD CCP NNC LM VBTR,10
NNC DTC NNC CCB NNP,10
NNP CCP VBTS DTP,10
RBW DTC PRSP_CCP NNC,10
VBTR_CCP NNC LM,10
VBTS RBI CCB DTCP NNC,10
RBF VBTF CCT JJN,10
CCB NNP LM VBTS CCP DTC NNC,10
DTC VBTS_CCP NNC CCB,10
DTC NNP CCP NNP CCB NNP,10
DTC VBTS NNC CCT,10
CCB NNC_CCP JJD_PMC,10
NNC CCB NNC CCA CCT,10
JJC CCB NNP_PMC,10
RBD_CCP JJD DTC,10
CCB JJD CCP DTCP NNC,10
CCB NNC CCP PRO_PMC,10
DTC PRSP_CCP NNC LM RBF,10
DTC JJD CCP NNC_PMP,10
CCB NNC_CCP FW,10
VBAF CCB JJN_CCP NNC,10
CCT DTCP NNC CCB NNC_CCP,10
DTC NNP CCP NNP CCB,10
CCP VBOF PRS DTC,10
JJN_CCP NNC DTP NNP,10
NNC LM PRI CCT,10
DTC NNC CCB PRSP_CCP NNC,10
NNC_CCP JJD LM VBTS,10
JJD CCP DTCP NNC LM,10
DTC JJD CCP DTCP NNC,10
LM RBD_CCP VBOF DTC NNC,10
DTCP NNC CCP VBOF DTC NNC,10
CCT NNC DTC NNC CCB,10
RBD_CCP VBTR CCB,10
LM VBTS CCT DTCP NNC CCB,10
DTC NNC CCT NNC CCB NNP CCA,10
JJN_CCP PMS NNC CCP,10
CCB NNP CDB_PMC,10
VBTR_CCP NNC_PMP,10
NNC CCA DTC PRSP_CCP NNC,10
DTC JJC_CCP NNC LM,10
DTC NNC CCT CCT NNC CCB,10
CCP DTC NNC LM VBTS CCT,10
PMS NNC CCT JJD,10
DTC DTCP NNC CCB NNC CCT NNC,10
DTCP NNC_CCP VBW,10
NNC CCA DTCP NNC CCT NNC,10
PMS CDB NNC CCP,10
PRI_CCP NNC CCP NNC CCB,10
CCT JJD CCB NNC_PMC,10
VBTS CCB NNC CCB NNC CCT,10
NNP_CCP NNC CCP DTP NNP,10
RBI CCB JJD_CCP NNC,10
CCB NNC CCB NNP_CCP NNP,10
JJD_CCP NNP CCT,10
DTC NNC CCT NNC CCA,10
DTC NNP_PMS NNCA NNP,10
RBW_CCP VBTS CCB,10
DTC NNP LM VBTS PMS NNC,10
JJD_CCP NNC CCA VBTS,10
DTP NNP CCT NNC CCP,10
NNP CCB NNP LM RBF,10
DTCP NNC CCB PRI_CCP,10
NNP DTC NNC CCB NNC CCT,10
RBW CCT NNC CCB NNP,10
JJD DTC NNC CCB NNC,10
LM VBTS VBW DTC,10
VBOF CCB DTCP NNC CCP,10
PRSP_CCP DTCP NNC CCB,10
CCT NNC_CCP VBTS,10
CCT NNC CCT NNC CCB DTCP,10
CCT NNC DTP NNP_PMP,10
PRI RBI_CCP NNC CCP,10
PRSP_CCP JJN PMS,10
PRSP_CCP JJD_CCP NNC_PMC,10
JJD CCB NNP CCA,10
VBTF CCT CDB CCP,10
NNC_CCP NNC CCP VBTS CCT,10
DTC NNC CCB DTCP NNC CCB NNC,10
DTC PRQ CCT DTCP,10
RBI CCT NNC CCB DTCP,10
CCB DTCP NNC CCB NNC CCA,10
LM VBTR CCP CCT,10
NNC LM VBTS CCB NNC CCT NNC,10
DTC VBTF CCP NNC,10
NNC CCB JJD CCP NNC_PMC,10
CCB JJN_CCP JJD_CCP NNC,10
