N-Gram_ID,N-Gram_Size,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
003152,3,CC.* PR.* NN.*_PM.*,CCB PRSP_CCP NNC_PMP,ng kanyang ina.,ng kanyang ina.
003153,4,CC.* JJ.* DT.* VB.*,CCR JJCS DTC VBTS,kaya lubos ang naging,kaya lubos ang naging
003154,4,JJ.* DT.* VB.* NN.*,JJCS DTC VBTS NNC,lubos ang naging galit,lubos ang naging galit
003155,4,DT.* VB.* NN.* PR.*,DTC VBTS NNC PRS,ang naging galit niya,ang naging galit niya
003156,4,VB.* NN.* PR.* CC.*,VBTS NNC PRS CCT,naging galit niya sa,naging galit niya sa
003157,4,NN.* PR.* CC.* JJ.*,NNC PRS CCT JJD_CCP,galit niya sa panlolokong,galit niya sa panlolokong
003158,4,PR.* CC.* JJ.* VB.*,PRS CCT JJD_CCP VBOF,niya sa panlolokong ginawa,niya sa panlolokong ginawa
003159,4,CC.* JJ.* VB.* CC.*,CCT JJD_CCP VBOF CCB,sa panlolokong ginawa ng,sa panlolokong ginawa ng
003160,4,JJ.* VB.* CC.* PR.*,JJD_CCP VBOF CCB PRSP_CCP,panlolokong ginawa ng kanyang,panlolokong ginawa ng kanyang
003161,4,VB.* CC.* PR.* NN.*_PM.*,VBOF CCB PRSP_CCP NNC_PMP,ginawa ng kanyang ina.,ginawa ng kanyang ina.
003162,5,CC.* JJ.* DT.* VB.* NN.*,CCR JJCS DTC VBTS NNC,kaya lubos ang naging galit,kaya lubos ang naging galit
003163,5,JJ.* DT.* VB.* NN.* PR.*,JJCS DTC VBTS NNC PRS,lubos ang naging galit niya,lubos ang naging galit niya
003164,5,DT.* VB.* NN.* PR.* CC.*,DTC VBTS NNC PRS CCT,ang naging galit niya sa,ang naging galit niya sa
003165,5,VB.* NN.* PR.* CC.* JJ.*,VBTS NNC PRS CCT JJD_CCP,naging galit niya sa panlolokong,naging galit niya sa panlolokong
003166,5,NN.* PR.* CC.* JJ.* VB.*,NNC PRS CCT JJD_CCP VBOF,galit niya sa panlolokong ginawa,galit niya sa panlolokong ginawa
003167,5,PR.* CC.* JJ.* VB.* CC.*,PRS CCT JJD_CCP VBOF CCB,niya sa panlolokong ginawa ng,niya sa panlolokong ginawa ng
003168,5,CC.* JJ.* VB.* CC.* PR.*,CCT JJD_CCP VBOF CCB PRSP_CCP,sa panlolokong ginawa ng kanyang,sa panlolokong ginawa ng kanyang
003169,5,JJ.* VB.* CC.* PR.* NN.*_PM.*,JJD_CCP VBOF CCB PRSP_CCP NNC_PMP,panlolokong ginawa ng kanyang ina.,panlolokong ginawa ng kanyang ina.
003170,6,CC.* JJ.* DT.* VB.* NN.* PR.*,CCR JJCS DTC VBTS NNC PRS,kaya lubos ang naging galit niya,kaya lubos ang naging galit niya
003171,6,JJ.* DT.* VB.* NN.* PR.* CC.*,JJCS DTC VBTS NNC PRS CCT,lubos ang naging galit niya sa,lubos ang naging galit niya sa
003172,6,DT.* VB.* NN.* PR.* CC.* JJ.*,DTC VBTS NNC PRS CCT JJD_CCP,ang naging galit niya sa panlolokong,ang naging galit niya sa panlolokong
003173,6,VB.* NN.* PR.* CC.* JJ.* VB.*,VBTS NNC PRS CCT JJD_CCP VBOF,naging galit niya sa panlolokong ginawa,naging galit niya sa panlolokong ginawa
003174,6,NN.* PR.* CC.* JJ.* VB.* CC.*,NNC PRS CCT JJD_CCP VBOF CCB,galit niya sa panlolokong ginawa ng,galit niya sa panlolokong ginawa ng
003175,6,PR.* CC.* JJ.* VB.* CC.* PR.*,PRS CCT JJD_CCP VBOF CCB PRSP_CCP,niya sa panlolokong ginawa ng kanyang,niya sa panlolokong ginawa ng kanyang
003176,6,CC.* JJ.* VB.* CC.* PR.* NN.*_PM.*,CCT JJD_CCP VBOF CCB PRSP_CCP NNC_PMP,sa panlolokong ginawa ng kanyang ina.,sa panlolokong ginawa ng kanyang ina.
003177,7,CC.* JJ.* DT.* VB.* NN.* PR.* CC.*,CCR JJCS DTC VBTS NNC PRS CCT,kaya lubos ang naging galit niya sa,kaya lubos ang naging galit niya sa
003178,7,JJ.* DT.* VB.* NN.* PR.* CC.* JJ.*,JJCS DTC VBTS NNC PRS CCT JJD_CCP,lubos ang naging galit niya sa panlolokong,lubos ang naging galit niya sa panlolokong
003179,7,DT.* VB.* NN.* PR.* CC.* JJ.* VB.*,DTC VBTS NNC PRS CCT JJD_CCP VBOF,ang naging galit niya sa panlolokong ginawa,ang naging galit niya sa panlolokong ginawa
003180,7,VB.* NN.* PR.* CC.* JJ.* VB.* CC.*,VBTS NNC PRS CCT JJD_CCP VBOF CCB,naging galit niya sa panlolokong ginawa ng,naging galit niya sa panlolokong ginawa ng
003181,7,NN.* PR.* CC.* JJ.* VB.* CC.* PR.*,NNC PRS CCT JJD_CCP VBOF CCB PRSP_CCP,galit niya sa panlolokong ginawa ng kanyang,galit niya sa panlolokong ginawa ng kanyang
003182,7,PR.* CC.* JJ.* VB.* CC.* PR.* NN.*_PM.*,PRS CCT JJD_CCP VBOF CCB PRSP_CCP NNC_PMP,niya sa panlolokong ginawa ng kanyang ina.,niya sa panlolokong ginawa ng kanyang ina.
003183,5,CC.* CC.* NN.* CC.* NN.*_PM.*,CCT CCB NNC CCB NNC_PMC,"kabila ng sama ng loob,",kabila ng sama ng loob
003184,6,CC.* CC.* CC.* NN.* CC.* NN.*_PM.*,CCT CCT CCB NNC CCB NNC_PMC,"Sa kabila ng sama ng loob,",Sa kabila ng sama ng loob
003185,3,NN.* DT.* NN.*_PM.*,NNP DTC NNC_PMQ,Enzo ang katotohanan?,Enzo ang katotohanan?
003186,4,RB.* PR.* VB.* DT.*,RBW PRQ VBTF DTP,Hanggang kailan itatatago ni,Hanggang kailan itatatago ni
003187,4,PR.* VB.* DT.* NN.*,PRQ VBTF DTP NNP,kailan itatatago ni Enzo,kailan itatatago ni Enzo
003188,4,VB.* DT.* NN.* DT.*,VBTF DTP NNP DTC,itatatago ni Enzo ang,itatatago ni Enzo ang
003189,4,DT.* NN.* DT.* NN.*_PM.*,DTP NNP DTC NNC_PMQ,ni Enzo ang katotohanan?,ni Enzo ang katotohanan?
003190,5,RB.* PR.* VB.* DT.* NN.*,RBW PRQ VBTF DTP NNP,Hanggang kailan itatatago ni Enzo,Hanggang kailan itatatago ni Enzo
003191,5,PR.* VB.* DT.* NN.* DT.*,PRQ VBTF DTP NNP DTC,kailan itatatago ni Enzo ang,kailan itatatago ni Enzo ang
003192,5,VB.* DT.* NN.* DT.* NN.*_PM.*,VBTF DTP NNP DTC NNC_PMQ,itatatago ni Enzo ang katotohanan?,itatatago ni Enzo ang katotohanan?
003193,6,RB.* PR.* VB.* DT.* NN.* DT.*,RBW PRQ VBTF DTP NNP DTC,Hanggang kailan itatatago ni Enzo ang,Hanggang kailan itatatago ni Enzo ang
003194,6,PR.* VB.* DT.* NN.* DT.* NN.*_PM.*,PRQ VBTF DTP NNP DTC NNC_PMQ,kailan itatatago ni Enzo ang katotohanan?,kailan itatatago ni Enzo ang katotohanan?
003195,7,RB.* PR.* VB.* DT.* NN.* DT.* NN.*_PM.*,RBW PRQ VBTF DTP NNP DTC NNC_PMQ,Hanggang kailan itatatago ni Enzo ang katotohanan?,Hanggang kailan itatatago ni Enzo ang katotohanan?
003196,2,PR.* NN.*_PM.*,PRSP_CCP NNC_PMC,"kanilang datos,",kanilang datos
003197,3,RB.* CC.* PR.*,RBR CCT PRSP_CCP,Ayon sa kanilang,Ayon sa kanilang
003198,3,CC.* PR.* NN.*_PM.*,CCT PRSP_CCP NNC_PMC,"sa kanilang datos,",sa kanilang datos
003199,4,RB.* CC.* PR.* NN.*_PM.*,RBR CCT PRSP_CCP NNC_PMC,"Ayon sa kanilang datos,",Ayon sa kanilang datos
003200,2,PR.* NN.*_PM.*,PRSP_CCP NNC_PMS,kanilang lugar!,kanilang lugar!
003201,3,RB.* VB.* DT.*,RBD_CCP VBTS DTC,biglang naglipana ang,biglang naglipana ang
003202,3,NN.* CC.* PR.*,NNC CCT PRSP_CCP,singkit sa kanilang,singkit sa kanilang
003203,3,CC.* PR.* NN.*_PM.*,CCT PRSP_CCP NNC_PMS,sa kanilang lugar!,sa kanilang lugar!
003204,4,RB.* CC.* NN.* DT.*,RBI CCT NNC DTP,raw sa distrito ni,raw sa distrito ni
003205,4,CC.* NN.* DT.* NN.*,CCT NNC DTP NNP,sa distrito ni Biazon,sa distrito ni Biazon
003206,4,NN.* DT.* NN.* LM,NNC DTP NNP LM,distrito ni Biazon ay,distrito ni Biazon ay
003207,4,DT.* NN.* LM VB.*,DTP NNP LM VBTS,ni Biazon ay napansin,ni Biazon ay napansin
003208,4,NN.* LM VB.* PR.*,NNP LM VBTS PRS,Biazon ay napansin niya,Biazon ay napansin niya
003209,4,LM VB.* PR.* CC.*,LM VBTS PRS CCP,ay napansin niya na,ay napansin niya na
003210,4,VB.* PR.* CC.* RB.*,VBTS PRS CCP RBD_CCP,napansin niya na biglang,napansin niya na biglang
003211,4,PR.* CC.* RB.* VB.*,PRS CCP RBD_CCP VBTS,niya na biglang naglipana,niya na biglang naglipana
003212,4,CC.* RB.* VB.* DT.*,CCP RBD_CCP VBTS DTC,na biglang naglipana ang,na biglang naglipana ang
003213,4,RB.* VB.* DT.* DT.*,RBD_CCP VBTS DTC DTCP,biglang naglipana ang mga,biglang naglipana ang mga
003214,4,VB.* DT.* DT.* NN.*,VBTS DTC DTCP NNC,naglipana ang mga singkit,naglipana ang mga singkit
003215,4,DT.* DT.* NN.* CC.*,DTC DTCP NNC CCT,ang mga singkit sa,ang mga singkit sa
003216,4,DT.* NN.* CC.* PR.*,DTCP NNC CCT PRSP_CCP,mga singkit sa kanilang,mga singkit sa kanilang
003217,4,NN.* CC.* PR.* NN.*_PM.*,NNC CCT PRSP_CCP NNC_PMS,singkit sa kanilang lugar!,singkit sa kanilang lugar!
003218,5,RB.* RB.* CC.* NN.* DT.*,RBI RBI CCT NNC DTP,nga raw sa distrito ni,nga raw sa distrito ni
003219,5,RB.* CC.* NN.* DT.* NN.*,RBI CCT NNC DTP NNP,raw sa distrito ni Biazon,raw sa distrito ni Biazon
003220,5,CC.* NN.* DT.* NN.* LM,CCT NNC DTP NNP LM,sa distrito ni Biazon ay,sa distrito ni Biazon ay
003221,5,NN.* DT.* NN.* LM VB.*,NNC DTP NNP LM VBTS,distrito ni Biazon ay napansin,distrito ni Biazon ay napansin
003222,5,DT.* NN.* LM VB.* PR.*,DTP NNP LM VBTS PRS,ni Biazon ay napansin niya,ni Biazon ay napansin niya
003223,5,NN.* LM VB.* PR.* CC.*,NNP LM VBTS PRS CCP,Biazon ay napansin niya na,Biazon ay napansin niya na
003224,5,LM VB.* PR.* CC.* RB.*,LM VBTS PRS CCP RBD_CCP,ay napansin niya na biglang,ay napansin niya na biglang
003225,5,VB.* PR.* CC.* RB.* VB.*,VBTS PRS CCP RBD_CCP VBTS,napansin niya na biglang naglipana,napansin niya na biglang naglipana
003226,5,PR.* CC.* RB.* VB.* DT.*,PRS CCP RBD_CCP VBTS DTC,niya na biglang naglipana ang,niya na biglang naglipana ang
003227,5,CC.* RB.* VB.* DT.* DT.*,CCP RBD_CCP VBTS DTC DTCP,na biglang naglipana ang mga,na biglang naglipana ang mga
003228,5,RB.* VB.* DT.* DT.* NN.*,RBD_CCP VBTS DTC DTCP NNC,biglang naglipana ang mga singkit,biglang naglipana ang mga singkit
003229,5,VB.* DT.* DT.* NN.* CC.*,VBTS DTC DTCP NNC CCT,naglipana ang mga singkit sa,naglipana ang mga singkit sa
003230,5,DT.* DT.* NN.* CC.* PR.*,DTC DTCP NNC CCT PRSP_CCP,ang mga singkit sa kanilang,ang mga singkit sa kanilang
003231,5,DT.* NN.* CC.* PR.* NN.*_PM.*,DTCP NNC CCT PRSP_CCP NNC_PMS,mga singkit sa kanilang lugar!,mga singkit sa kanilang lugar!
003232,6,CC.* RB.* RB.* CC.* NN.* DT.*,CCT RBI RBI CCT NNC DTP,Kahit nga raw sa distrito ni,Kahit nga raw sa distrito ni
003233,6,RB.* RB.* CC.* NN.* DT.* NN.*,RBI RBI CCT NNC DTP NNP,nga raw sa distrito ni Biazon,nga raw sa distrito ni Biazon
003234,6,RB.* CC.* NN.* DT.* NN.* LM,RBI CCT NNC DTP NNP LM,raw sa distrito ni Biazon ay,raw sa distrito ni Biazon ay
003235,6,CC.* NN.* DT.* NN.* LM VB.*,CCT NNC DTP NNP LM VBTS,sa distrito ni Biazon ay napansin,sa distrito ni Biazon ay napansin
003236,6,NN.* DT.* NN.* LM VB.* PR.*,NNC DTP NNP LM VBTS PRS,distrito ni Biazon ay napansin niya,distrito ni Biazon ay napansin niya
003237,6,DT.* NN.* LM VB.* PR.* CC.*,DTP NNP LM VBTS PRS CCP,ni Biazon ay napansin niya na,ni Biazon ay napansin niya na
003238,6,NN.* LM VB.* PR.* CC.* RB.*,NNP LM VBTS PRS CCP RBD_CCP,Biazon ay napansin niya na biglang,Biazon ay napansin niya na biglang
003239,6,LM VB.* PR.* CC.* RB.* VB.*,LM VBTS PRS CCP RBD_CCP VBTS,ay napansin niya na biglang naglipana,ay napansin niya na biglang naglipana
003240,6,VB.* PR.* CC.* RB.* VB.* DT.*,VBTS PRS CCP RBD_CCP VBTS DTC,napansin niya na biglang naglipana ang,napansin niya na biglang naglipana ang
003241,6,PR.* CC.* RB.* VB.* DT.* DT.*,PRS CCP RBD_CCP VBTS DTC DTCP,niya na biglang naglipana ang mga,niya na biglang naglipana ang mga
003242,6,CC.* RB.* VB.* DT.* DT.* NN.*,CCP RBD_CCP VBTS DTC DTCP NNC,na biglang naglipana ang mga singkit,na biglang naglipana ang mga singkit
003243,6,RB.* VB.* DT.* DT.* NN.* CC.*,RBD_CCP VBTS DTC DTCP NNC CCT,biglang naglipana ang mga singkit sa,biglang naglipana ang mga singkit sa
003244,6,VB.* DT.* DT.* NN.* CC.* PR.*,VBTS DTC DTCP NNC CCT PRSP_CCP,naglipana ang mga singkit sa kanilang,naglipana ang mga singkit sa kanilang
003245,6,DT.* DT.* NN.* CC.* PR.* NN.*_PM.*,DTC DTCP NNC CCT PRSP_CCP NNC_PMS,ang mga singkit sa kanilang lugar!,ang mga singkit sa kanilang lugar!
003246,7,CC.* RB.* RB.* CC.* NN.* DT.* NN.*,CCT RBI RBI CCT NNC DTP NNP,Kahit nga raw sa distrito ni Biazon,Kahit nga raw sa distrito ni Biazon
003247,7,RB.* RB.* CC.* NN.* DT.* NN.* LM,RBI RBI CCT NNC DTP NNP LM,nga raw sa distrito ni Biazon ay,nga raw sa distrito ni Biazon ay
003248,7,RB.* CC.* NN.* DT.* NN.* LM VB.*,RBI CCT NNC DTP NNP LM VBTS,raw sa distrito ni Biazon ay napansin,raw sa distrito ni Biazon ay napansin
003249,7,CC.* NN.* DT.* NN.* LM VB.* PR.*,CCT NNC DTP NNP LM VBTS PRS,sa distrito ni Biazon ay napansin niya,sa distrito ni Biazon ay napansin niya
003250,7,NN.* DT.* NN.* LM VB.* PR.* CC.*,NNC DTP NNP LM VBTS PRS CCP,distrito ni Biazon ay napansin niya na,distrito ni Biazon ay napansin niya na
003251,7,DT.* NN.* LM VB.* PR.* CC.* RB.*,DTP NNP LM VBTS PRS CCP RBD_CCP,ni Biazon ay napansin niya na biglang,ni Biazon ay napansin niya na biglang
003252,7,NN.* LM VB.* PR.* CC.* RB.* VB.*,NNP LM VBTS PRS CCP RBD_CCP VBTS,Biazon ay napansin niya na biglang naglipana,Biazon ay napansin niya na biglang naglipana
003253,7,LM VB.* PR.* CC.* RB.* VB.* DT.*,LM VBTS PRS CCP RBD_CCP VBTS DTC,ay napansin niya na biglang naglipana ang,ay napansin niya na biglang naglipana ang
003254,7,VB.* PR.* CC.* RB.* VB.* DT.* DT.*,VBTS PRS CCP RBD_CCP VBTS DTC DTCP,napansin niya na biglang naglipana ang mga,napansin niya na biglang naglipana ang mga
003255,7,PR.* CC.* RB.* VB.* DT.* DT.* NN.*,PRS CCP RBD_CCP VBTS DTC DTCP NNC,niya na biglang naglipana ang mga singkit,niya na biglang naglipana ang mga singkit
003256,7,CC.* RB.* VB.* DT.* DT.* NN.* CC.*,CCP RBD_CCP VBTS DTC DTCP NNC CCT,na biglang naglipana ang mga singkit sa,na biglang naglipana ang mga singkit sa
003257,7,RB.* VB.* DT.* DT.* NN.* CC.* PR.*,RBD_CCP VBTS DTC DTCP NNC CCT PRSP_CCP,biglang naglipana ang mga singkit sa kanilang,biglang naglipana ang mga singkit sa kanilang
003258,7,VB.* DT.* DT.* NN.* CC.* PR.* NN.*_PM.*,VBTS DTC DTCP NNC CCT PRSP_CCP NNC_PMS,naglipana ang mga singkit sa kanilang lugar!,naglipana ang mga singkit sa kanilang lugar!
003259,3,RB.* CC.* PR.*_PM.*,RBR CCT PRSP_PMC,"Ayon sa kanya,",Ayon sa kanya
003260,4,RB.* RB.* JJ.* DT.*,RBK RBQ JJD DTC,kung gaano katagal ang,kung gaano katagal ang
003261,4,RB.* JJ.* DT.* NN.*,RBQ JJD DTC NNC,gaano katagal ang paggaling,gaano katagal ang paggaling
003262,4,JJ.* DT.* NN.* VB.*,JJD DTC NNC VBW,katagal ang paggaling pagkatapos,katagal ang paggaling pagkatapos
003263,4,DT.* NN.* VB.* CC.*,DTC NNC VBW CCB,ang paggaling pagkatapos ng,ang paggaling pagkatapos ng
003264,4,CC.* NN.* VB.* RB.*,CCB NNC VBW RBK,ng dibdib mammoplasty kung,ng dibdib mammoplasty kung
003265,4,NN.* VB.* RB.* RB.*,NNC VBW RBK RBQ,dibdib mammoplasty kung paano,dibdib mammoplasty kung paano
003266,4,VB.* RB.* RB.* VB.*,VBW RBK RBQ VBTF,mammoplasty kung paano dagdagan,mammoplasty kung paano dagdagan
003267,4,RB.* RB.* VB.* DT.*,RBK RBQ VBTF DTC,kung paano dagdagan ang,kung paano dagdagan ang
003268,4,RB.* VB.* DT.* NN.*,RBQ VBTF DTC NNC,paano dagdagan ang dibdib,paano dagdagan ang dibdib
003269,4,VB.* DT.* NN.* VB.*,VBTF DTC NNC VBS,dagdagan ang dibdib gamit,dagdagan ang dibdib gamit
003270,4,DT.* NN.* VB.* NN.*_PM.*,DTC NNC VBS NNC_PMP,ang dibdib gamit pagsasanay.,ang dibdib gamit pagsasanay.
003271,5,RB.* RB.* JJ.* DT.* NN.*,RBK RBQ JJD DTC NNC,kung gaano katagal ang paggaling,kung gaano katagal ang paggaling
003272,5,RB.* JJ.* DT.* NN.* VB.*,RBQ JJD DTC NNC VBW,gaano katagal ang paggaling pagkatapos,gaano katagal ang paggaling pagkatapos
003273,5,JJ.* DT.* NN.* VB.* CC.*,JJD DTC NNC VBW CCB,katagal ang paggaling pagkatapos ng,katagal ang paggaling pagkatapos ng
003274,5,DT.* NN.* VB.* CC.* NN.*,DTC NNC VBW CCB NNC,ang paggaling pagkatapos ng dibdib,ang paggaling pagkatapos ng dibdib
003275,5,VB.* CC.* NN.* VB.* RB.*,VBW CCB NNC VBW RBK,pagkatapos ng dibdib mammoplasty kung,pagkatapos ng dibdib mammoplasty kung
003276,5,CC.* NN.* VB.* RB.* RB.*,CCB NNC VBW RBK RBQ,ng dibdib mammoplasty kung paano,ng dibdib mammoplasty kung paano
003277,5,NN.* VB.* RB.* RB.* VB.*,NNC VBW RBK RBQ VBTF,dibdib mammoplasty kung paano dagdagan,dibdib mammoplasty kung paano dagdagan
003278,5,VB.* RB.* RB.* VB.* DT.*,VBW RBK RBQ VBTF DTC,mammoplasty kung paano dagdagan ang,mammoplasty kung paano dagdagan ang
003279,5,RB.* RB.* VB.* DT.* NN.*,RBK RBQ VBTF DTC NNC,kung paano dagdagan ang dibdib,kung paano dagdagan ang dibdib
003280,5,RB.* VB.* DT.* NN.* VB.*,RBQ VBTF DTC NNC VBS,paano dagdagan ang dibdib gamit,paano dagdagan ang dibdib gamit
003281,5,VB.* DT.* NN.* VB.* NN.*_PM.*,VBTF DTC NNC VBS NNC_PMP,dagdagan ang dibdib gamit pagsasanay.,dagdagan ang dibdib gamit pagsasanay.
003282,6,RB.* RB.* JJ.* DT.* NN.* VB.*,RBK RBQ JJD DTC NNC VBW,kung gaano katagal ang paggaling pagkatapos,kung gaano katagal ang paggaling pagkatapos
003283,6,RB.* JJ.* DT.* NN.* VB.* CC.*,RBQ JJD DTC NNC VBW CCB,gaano katagal ang paggaling pagkatapos ng,gaano katagal ang paggaling pagkatapos ng
003284,6,JJ.* DT.* NN.* VB.* CC.* NN.*,JJD DTC NNC VBW CCB NNC,katagal ang paggaling pagkatapos ng dibdib,katagal ang paggaling pagkatapos ng dibdib
003285,6,DT.* NN.* VB.* CC.* NN.* VB.*,DTC NNC VBW CCB NNC VBW,ang paggaling pagkatapos ng dibdib mammoplasty,ang paggaling pagkatapos ng dibdib mammoplasty
003286,6,NN.* VB.* CC.* NN.* VB.* RB.*,NNC VBW CCB NNC VBW RBK,paggaling pagkatapos ng dibdib mammoplasty kung,paggaling pagkatapos ng dibdib mammoplasty kung
003287,6,VB.* CC.* NN.* VB.* RB.* RB.*,VBW CCB NNC VBW RBK RBQ,pagkatapos ng dibdib mammoplasty kung paano,pagkatapos ng dibdib mammoplasty kung paano
003288,6,CC.* NN.* VB.* RB.* RB.* VB.*,CCB NNC VBW RBK RBQ VBTF,ng dibdib mammoplasty kung paano dagdagan,ng dibdib mammoplasty kung paano dagdagan
003289,6,NN.* VB.* RB.* RB.* VB.* DT.*,NNC VBW RBK RBQ VBTF DTC,dibdib mammoplasty kung paano dagdagan ang,dibdib mammoplasty kung paano dagdagan ang
003290,6,VB.* RB.* RB.* VB.* DT.* NN.*,VBW RBK RBQ VBTF DTC NNC,mammoplasty kung paano dagdagan ang dibdib,mammoplasty kung paano dagdagan ang dibdib
003291,6,RB.* RB.* VB.* DT.* NN.* VB.*,RBK RBQ VBTF DTC NNC VBS,kung paano dagdagan ang dibdib gamit,kung paano dagdagan ang dibdib gamit
003292,6,RB.* VB.* DT.* NN.* VB.* NN.*_PM.*,RBQ VBTF DTC NNC VBS NNC_PMP,paano dagdagan ang dibdib gamit pagsasanay.,paano dagdagan ang dibdib gamit pagsasanay.
003293,7,RB.* RB.* JJ.* DT.* NN.* VB.* CC.*,RBK RBQ JJD DTC NNC VBW CCB,kung gaano katagal ang paggaling pagkatapos ng,kung gaano katagal ang paggaling pagkatapos ng
003294,7,RB.* JJ.* DT.* NN.* VB.* CC.* NN.*,RBQ JJD DTC NNC VBW CCB NNC,gaano katagal ang paggaling pagkatapos ng dibdib,gaano katagal ang paggaling pagkatapos ng dibdib
003295,7,JJ.* DT.* NN.* VB.* CC.* NN.* VB.*,JJD DTC NNC VBW CCB NNC VBW,katagal ang paggaling pagkatapos ng dibdib mammoplasty,katagal ang paggaling pagkatapos ng dibdib mammoplasty
003296,7,DT.* NN.* VB.* CC.* NN.* VB.* RB.*,DTC NNC VBW CCB NNC VBW RBK,ang paggaling pagkatapos ng dibdib mammoplasty kung,ang paggaling pagkatapos ng dibdib mammoplasty kung
003297,7,NN.* VB.* CC.* NN.* VB.* RB.* RB.*,NNC VBW CCB NNC VBW RBK RBQ,paggaling pagkatapos ng dibdib mammoplasty kung paano,paggaling pagkatapos ng dibdib mammoplasty kung paano
003298,7,VB.* CC.* NN.* VB.* RB.* RB.* VB.*,VBW CCB NNC VBW RBK RBQ VBTF,pagkatapos ng dibdib mammoplasty kung paano dagdagan,pagkatapos ng dibdib mammoplasty kung paano dagdagan
003299,7,CC.* NN.* VB.* RB.* RB.* VB.* DT.*,CCB NNC VBW RBK RBQ VBTF DTC,ng dibdib mammoplasty kung paano dagdagan ang,ng dibdib mammoplasty kung paano dagdagan ang
003300,7,NN.* VB.* RB.* RB.* VB.* DT.* NN.*,NNC VBW RBK RBQ VBTF DTC NNC,dibdib mammoplasty kung paano dagdagan ang dibdib,dibdib mammoplasty kung paano dagdagan ang dibdib
003301,7,VB.* RB.* RB.* VB.* DT.* NN.* VB.*,VBW RBK RBQ VBTF DTC NNC VBS,mammoplasty kung paano dagdagan ang dibdib gamit,mammoplasty kung paano dagdagan ang dibdib gamit
003302,7,RB.* RB.* VB.* DT.* NN.* VB.* NN.*_PM.*,RBK RBQ VBTF DTC NNC VBS NNC_PMP,kung paano dagdagan ang dibdib gamit pagsasanay.,kung paano dagdagan ang dibdib gamit pagsasanay.
003303,3,VB.* CC.* RB.*,VBW CCB RBI_CCP,magtanim ng pang-kalusugan.,magtanim ng pang-kalusugan.
003304,3,JJ.* DT.* NN.*_PM.*,JJD DTC NNC_PMC,"negatibo ang kahulugan,",negatibo ang kahulugan
003305,4,DT.* NN.* LM RB.*,DTC NNC LM RBM,Ang kalusugan ay maaaring,Ang kalusugan ay maaaring
003306,4,NN.* LM RB.* VB.*,NNC LM RBM VBW,kalusugan ay maaaring maging,kalusugan ay maaaring maging
003307,4,LM RB.* VB.* JJ.*,LM RBM VBW JJD,ay maaaring maging negatibo,ay maaaring maging negatibo
003308,4,RB.* VB.* JJ.* DT.*,RBM VBW JJD DTC,maaaring maging negatibo ang,maaaring maging negatibo ang
003309,4,VB.* JJ.* DT.* NN.*_PM.*,VBW JJD DTC NNC_PMC,"maging negatibo ang kahulugan,",maging negatibo ang kahulugan
003310,5,DT.* NN.* LM RB.* VB.*,DTC NNC LM RBM VBW,Ang kalusugan ay maaaring maging,Ang kalusugan ay maaaring maging
003311,5,NN.* LM RB.* VB.* JJ.*,NNC LM RBM VBW JJD,kalusugan ay maaaring maging negatibo,kalusugan ay maaaring maging negatibo
003312,5,LM RB.* VB.* JJ.* DT.*,LM RBM VBW JJD DTC,ay maaaring maging negatibo ang,ay maaaring maging negatibo ang
003313,5,RB.* VB.* JJ.* DT.* NN.*_PM.*,RBM VBW JJD DTC NNC_PMC,"maaaring maging negatibo ang kahulugan,",maaaring maging negatibo ang kahulugan
003314,6,DT.* NN.* LM RB.* VB.* JJ.*,DTC NNC LM RBM VBW JJD,Ang kalusugan ay maaaring maging negatibo,Ang kalusugan ay maaaring maging negatibo
003315,6,NN.* LM RB.* VB.* JJ.* DT.*,NNC LM RBM VBW JJD DTC,kalusugan ay maaaring maging negatibo ang,kalusugan ay maaaring maging negatibo ang
003316,6,LM RB.* VB.* JJ.* DT.* NN.*_PM.*,LM RBM VBW JJD DTC NNC_PMC,"ay maaaring maging negatibo ang kahulugan,",ay maaaring maging negatibo ang kahulugan
003317,7,DT.* NN.* LM RB.* VB.* JJ.* DT.*,DTC NNC LM RBM VBW JJD DTC,Ang kalusugan ay maaaring maging negatibo ang,Ang kalusugan ay maaaring maging negatibo ang
003318,7,NN.* LM RB.* VB.* JJ.* DT.* NN.*_PM.*,NNC LM RBM VBW JJD DTC NNC_PMC,"kalusugan ay maaaring maging negatibo ang kahulugan,",kalusugan ay maaaring maging negatibo ang kahulugan
003319,4,CC.* DT.* NN.* CC.*,CCT DTC NNC CCB,bilang ang pagkawala ng,bilang ang pagkawala ng
003320,4,DT.* NN.* CC.* NN.*_PM.*,DTC NNC CCB NNC_PMC,"ang pagkawala ng sakit,",ang pagkawala ng sakit
003321,5,CC.* DT.* NN.* CC.* NN.*_PM.*,CCT DTC NNC CCB NNC_PMC,"bilang ang pagkawala ng sakit,",bilang ang pagkawala ng sakit
003322,3,VB.* CC.* DT.*,VBTR_VBAF CCT DTC,gumagana bilang ang,gumagana bilang ang
003323,4,VB.* CC.* DT.* NN.*,VBTR_VBAF CCT DTC NNC,gumagana bilang ang kakayahan,gumagana bilang ang kakayahan
003324,4,CC.* DT.* NN.* CC.*,CCT DTC NNC CCP,bilang ang kakayahan na,bilang ang kakayahan na
